date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2020-01-01,-2.7,-6,4,,,346,1.5,9.3,1034,
2020-01-02,-4.4,-7,-1,,,327,2.7,13,1029.2,
2020-01-03,0.8,-3,5,,,213,10.3,33.3,1023.7,
2020-01-04,3.8,2,6,,,252,13.1,40.8,1024.1,
2020-01-05,0.7,-2,3,,,256,7.1,27.8,1033.6,
2020-01-06,-0.1,-4,3,,,191,3,9.3,1030.4,
2020-01-07,-0.3,-6,3,,,233,7.2,18.5,1027,
2020-01-08,1.8,-1,4,,,224,6.7,20.4,1028.8,
2020-01-09,5.5,3,8,,,225,3.8,16.7,1022.1,
2020-01-10,6.9,4,10,,,232,11.2,29.6,1019,
2020-01-11,3.3,-1,6,,,253,7.7,24.1,1030.6,
2020-01-12,0.2,-5,5,,,220,8.3,24.1,1026.6,
2020-01-13,2.4,0.4,4,,,203,7.3,24.1,1023.4,
2020-01-14,1.5,-3,8,,,184,2.3,20.4,1018.8,
2020-01-15,1.3,-2,5,,,150,4.9,18.5,1020.9,
2020-01-16,2,-3,8,,,326,3.8,13,1028.6,
2020-01-17,-0.2,-1,1,,,98,5.2,22.2,1023.6,
2020-01-18,2.5,0,5,,,240,5,18.5,1024.6,
2020-01-19,1.8,0,5,,,284,3.7,13,1032.5,
2020-01-20,1,-1,4,,,155,3,11.1,1044.9,
2020-01-21,-2.1,-5,1,,,47,4,11.1,1041.1,
2020-01-22,-1.2,-4,3,,,226,8.2,16.7,1033.9,
2020-01-23,0.1,-4,3,,,,6,24.1,1031.9,
2020-01-24,-1.4,-3,0,,,268,5.3,16.7,1024.3,
2020-01-25,-1,-4,3,,,246,3.6,13,1022.3,
2020-01-26,-0.5,-2,2,,,280,1.7,9.3,1021.5,
2020-01-27,1.2,-3,7,,,197,3.7,22.2,1015.3,
2020-01-28,4.3,1,8,,,222,18.2,51.8,1000.7,
2020-01-29,1.8,0,3,,,234,14.1,44.5,1006.9,
2020-01-30,4,2,7,,,225,17,38.9,1012.9,
2020-01-31,10.2,7,13,,,234,19.1,46.3,1009.2,
2020-02-01,11.5,9,14,,,225,18.6,51.8,1008.7,
2020-02-02,8.3,3,12,,,232,15.6,53.7,1009.8,
2020-02-03,8.2,7,11,,,241,13.4,55.5,1011.5,
2020-02-04,3.9,2,7,,,263,11.5,42.6,1007.3,
2020-02-05,1.9,-2,4,,,320,10.4,35.2,1025.8,
2020-02-06,0.4,-3,3,,,247,8.1,20.4,1030.3,
2020-02-07,2.8,1,5,,,147,6.1,13,1028.7,
2020-02-08,0.7,-2,4,,,145,4.6,16.7,1025.6,
2020-02-09,3.4,-5,12,,,210,12.1,50,1018.5,
2020-02-10,8,3,14,,,239,26.5,75.9,1000.1,
2020-02-11,3.7,1,6,,,255,18.6,64.8,1003.8,
2020-02-12,2.1,0,4,,,246,16.4,53.7,1013.9,
2020-02-13,2.5,-1,6,,,190,10.1,35.2,1013.2,
2020-02-14,5.1,4,7,,,244,9.2,31.5,1016.3,
2020-02-15,4.8,1,10,,,197,4.5,20.4,1024.7,
2020-02-16,6.9,0,16,,,203,7.8,29.6,1017.4,
2020-02-17,10.3,7,15,,,239,13.4,35.2,1016.5,
2020-02-18,6.1,5,8,,,246,15.8,50,1022.9,
2020-02-19,4.1,2,6,,,231,15.3,40.8,1018.8,
2020-02-20,3.4,0,5,,,214,13,25.9,1020.6,
2020-02-21,4.5,2,7,,,249,14.9,46.3,1023.2,
2020-02-22,7.3,2,11,,,221,18.3,48.2,1024.3,
2020-02-23,10,8,14,,,241,24.4,70.4,1015.6,
2020-02-24,4.8,2,8,,,241,12.8,61.1,1017.9,
2020-02-25,8.3,5,10,,,235,19,42.6,1002.6,
2020-02-26,3.3,2,5,,,242,17.7,51.8,998,
2020-02-27,2.5,0,5,,,218,15.5,35.2,1001.8,
2020-02-28,1.1,-1,4,,,251,9.3,40.8,1013,
2020-02-29,4.7,0,10,,,182,7.6,31.5,1004.4,
2020-03-01,6.7,2,11,,,212,15.1,42.6,1000.5,
2020-03-02,6.8,2,10,,,194,12.5,42.6,994.5,
2020-03-03,4.5,3,6,,,253,8.2,35.2,999.1,
2020-03-04,2.9,-1,6,,,241,9.5,37,1011.5,
2020-03-05,3.5,-4,9,,,110,6.4,29.6,1002.8,
2020-03-06,6,4,8,,,218,15.3,40.8,995.1,
2020-03-07,4.5,4,6,,,266,11.9,38.9,1013.1,
2020-03-08,4.7,0,8,,,211,10,31.5,1018.9,
2020-03-09,4.5,1,9,,,250,5.3,22.2,1013.2,
2020-03-10,3.8,0,7,,,217,17.5,40.8,1012.9,
2020-03-11,11.3,8,13,,,232,22.2,50,1012.4,
2020-03-12,11.6,7,16,,,239,20,57.4,1012,
2020-03-13,6.5,4,9,,,245,19.4,61.1,1016.3,
2020-03-14,3.9,-1,9,,,30,6.4,25.9,1022.2,
2020-03-15,3.7,-4,11,,,106,9.3,35.2,1021.8,
2020-03-16,5.7,-2,16,,,117,3.2,20.4,1021.4,
2020-03-17,8.2,3,16,,,249,5.9,25.9,1028.1,
2020-03-18,7.8,3,16,,,228,3.5,25.9,1028.6,
2020-03-19,8.5,1,17,,,329,2.1,18.5,1024.8,
2020-03-20,9.4,2,18,,,16,6.1,42.6,1021.1,
2020-03-21,2.2,1,5,,,38,10.5,42.6,1024.3,
2020-03-22,-0.6,-4,3,,,51,11.8,48.2,1031,
2020-03-23,-1.1,-6,4,,,46,8.1,42.6,1034.7,
2020-03-24,0,-6,6,,,45,11.7,42.6,1032.7,
2020-03-25,1.1,-4,7,,,61,13.1,53.7,1027.4,
2020-03-26,3.3,-2,8,,,73,17.3,63,1022.3,
2020-03-27,8.9,2,16,,,62,14.9,59.3,1018.5,
2020-03-28,8.9,0,17,,,25,5.5,25.9,1016.3,
2020-03-29,,,,,,,,,,
2020-03-30,0.8,-3,5,,,26,7.4,35.2,1024.9,
2020-03-31,-0.5,-4,4,,,44,5.3,31.5,1025.8,
2020-04-01,0.5,-7,9,,,150,3.2,20.4,1021.2,
2020-04-02,3.4,-6,12,,,201,5.9,27.8,1012.4,
2020-04-03,4.3,-2,9,,,248,6.4,33.3,1013.9,
2020-04-04,7.4,1,14,,,10,3.5,20.4,1023,
2020-04-05,8.7,1,16,,,65,13,48.2,1026.8,
2020-04-06,12.6,3,21,,,106,5.2,24.1,1023.9,
2020-04-07,12,1,22,,,47,5.7,27.8,1029.2,
2020-04-08,12.7,3,22,,,50,5.5,25.9,1026.4,
2020-04-09,11.7,1,22,,,341,3.9,24.1,1022.8,
2020-04-10,13.1,4,20,,,23,4.6,20.4,1024.1,
2020-04-11,11.5,2,19,,,43,4.9,22.2,1024.3,
2020-04-12,12.1,2,22,,,253,3.5,27.8,1018.2,
2020-04-13,10.1,4,19,,,329,6.4,38.9,1013,
2020-04-14,3.7,0,8,,,299,7.2,27.8,1021.4,
2020-04-15,5.8,-3,15,,,255,6.9,29.6,1024,
2020-04-16,11.4,0,22,,,261,5.3,31.5,1018.3,
2020-04-17,13.5,4,22,,,21,4,25.9,1015.5,
2020-04-18,13.4,5,20,,,39,4.6,20.4,1015.8,
2020-04-19,11.1,7,14,,,38,6.9,37,1016.7,
2020-04-20,9.5,3,15,,,51,16.7,61.1,1020.3,
2020-04-21,10.9,4,17,,,57,18.5,63,1019.5,
2020-04-22,11.7,4,18,,,51,12.8,55.5,1021.2,
2020-04-23,12.2,4,19,,,67,8.8,42.6,1020.4,
2020-04-24,12,1,20,,,267,7.7,42.6,1012,
2020-04-25,10.2,4,15,,,337,6.6,33.3,1009.5,
2020-04-26,9.2,0,17,,,64,2.7,20.4,1011.4,
2020-04-27,11.2,0,19,,,252,5.6,29.6,1010.2,
2020-04-28,14.5,5,22,,,262,6,29.6,1006.1,
2020-04-29,13.3,10,17,,,241,12.5,35.2,1006.4,
2020-04-30,12.3,5,17,,,226,10.8,37,1007.6,
2020-05-01,11.7,7,17,,,217,15.8,42.6,1005.7,
2020-05-02,10,5,15,,,258,11.9,50,1008.7,
2020-05-03,9.8,5,15,,,266,7.8,33.3,1017.3,
2020-05-04,10.4,2,18,,,280,5.8,29.6,1016.3,
2020-05-05,8.5,3,14,,,357,5.3,33.3,1017.3,
2020-05-06,7.2,-1,14,,,342,5.1,24.1,1022.1,
2020-05-07,11.8,1,21,,,277,7.9,35.2,1022.5,
2020-05-08,14.5,4,24,,,298,4.8,24.1,1018.3,
2020-05-09,15.8,9,24,,,23,4.5,18.5,1013.5,
2020-05-10,16.1,12,21,,,197,6.7,25.9,1007.5,
2020-05-11,9.7,3,18,,,16,6.7,35.2,1002.3,
2020-05-12,5.6,-1,10,,,301,5.3,22.2,1016.1,
2020-05-13,6.9,0,13,,,75,5,22.2,1011.8,
2020-05-14,9.8,7,14,,,42,6.7,25.9,1014,
2020-05-15,10.3,6,15,,,36,8.6,35.2,1016.5,
2020-05-16,11.3,3,18,,,236,4.5,22.2,1021.3,
2020-05-17,12.6,3,20,,,322,4,25.9,1020.8,
2020-05-18,14.4,4,23,,,274,4.8,24.1,1022.6,
2020-05-19,16.5,7,24,,,339,4.9,27.8,1020,
2020-05-20,14.3,9,18,,,26,3.3,22.2,1021,
2020-05-21,14.2,5,20,,,17,4.2,20.4,1022.4,
2020-05-22,14.4,7,22,,,136,5.3,20.4,1022.7,
2020-05-23,14,9,19,,,243,5,37,1021.9,
2020-05-24,11.8,7,16,,,259,12.1,46.3,1027.5,
2020-05-25,12.4,10,17,,,297,9.1,37,1028.5,
2020-05-26,12.6,9,17,,,23,5.6,29.6,1032.9,
2020-05-27,13.3,4,20,,,7,3.5,20.4,1032.2,
2020-05-28,11.5,9,15,,,14,5.4,35.2,1028.3,
2020-05-29,12.7,6,18,,,32,6.2,35.2,1026.1,
2020-05-30,12.5,9,17,,,38,5.6,37,1021.6,
2020-05-31,9.8,3,15,,,316,3.5,25.9,1020.3,
2020-06-01,14.7,4,22,,,41,5.4,29.6,1020.9,
2020-06-02,16.1,6,23,,,33,6.6,27.8,1017.3,
2020-06-03,16.8,10,26,,,161,7.6,25.9,1007,
2020-06-04,14,9,20,,,199,6,25.9,997.8,
2020-06-05,13.5,12,17,,,230,11.7,42.6,998.3,
2020-06-06,12.5,10,16,,,229,7.6,35.2,1005.2,
2020-06-07,12.2,9,17,,,307,3.9,24.1,1008.9,
2020-06-08,12.5,8,17,,,290,4.6,18.5,1013.8,
2020-06-09,13.6,12,15,,,33,4.4,24.1,1014,
2020-06-10,13,12,15,,,35,3.6,24.1,1012.2,
2020-06-11,16.3,13,21,,,73,4.7,16.7,1009.5,
2020-06-12,18.9,9,26,,,72,8.2,31.5,1009.9,
2020-06-13,22.3,14,28,,,60,8,31.5,1009.4,
2020-06-14,19,17,21,,,208,7.7,25.9,1010.4,
2020-06-15,19.8,17,25,,,265,6.7,20.4,1013.6,
2020-06-16,18.3,14,22,,,243,5.4,18.5,1014.9,
2020-06-17,19.4,14,23,,,57,7.7,29.6,1011.3,
2020-06-18,16,15,19,,,240,8.3,31.5,1012,
2020-06-19,16.5,12,22,,,253,9.2,33.3,1014.8,
2020-06-20,15.5,13,18,,,263,5.5,27.8,1018.7,
2020-06-21,18.2,14,23,,,297,7.3,29.6,1019.1,
2020-06-22,19.5,12,26,,,292,5.3,29.6,1021.9,
2020-06-23,19.1,13,25,,,16,4.1,25.9,1024.4,
2020-06-24,16,9,23,,,50,6.2,27.8,1023.8,
2020-06-25,17.5,13,24,,,81,8.5,33.3,1020.8,
2020-06-26,18.9,12,26,,,97,5.3,22.2,1015.8,
2020-06-27,21.6,13,29,,,227,8.7,35.2,1013.6,
2020-06-28,22.5,16,27,,,251,8.2,31.5,1015.6,
2020-06-29,17.3,15,22,,,237,7.9,33.3,1014.1,
2020-06-30,18.8,14,24,,,241,12.4,44.5,1012.8,
2020-07-01,21.8,13,29,,,208,10.4,37,1010.9,
2020-07-02,19.8,16,23,,,224,11.6,31.5,1012,
2020-07-03,18.9,15,23,,,264,9,35.2,1017.1,
2020-07-04,18.2,9,25,,,247,9.1,35.2,1018.9,
2020-07-05,21.6,16,25,,,231,13.6,42.6,1016,
2020-07-06,19.3,14,22,,,249,12.4,48.2,1013.9,
2020-07-07,14.6,9,19,,,274,7.1,33.3,1019.8,
2020-07-08,14.8,11,20,,,282,4.9,33.3,1017.5,
2020-07-09,19.3,14,27,,,209,9.5,33.3,1016.5,
2020-07-10,22.2,14,30,,,233,10.3,48.2,1012.8,
2020-07-11,15,12,19,,,48,4.7,29.6,1021.6,
2020-07-12,14.7,7,21,,,349,3.3,18.5,1026.1,
2020-07-13,16.2,8,24,,,71,4.5,20.4,1023.6,
2020-07-14,17.4,8,24,,,153,5,20.4,1016.7,
2020-07-15,15.7,10,20,,,241,6.4,29.6,1013.3,
2020-07-16,15.1,13,18,,,252,6.6,25.9,1016.5,
2020-07-17,15.7,12,20,,,12,3.5,24.1,1019,
2020-07-18,18,13,23,,,35,5,24.1,1019.3,
2020-07-19,19.2,14,27,,,19,4.4,18.5,1017.2,
2020-07-20,21.7,14,29,,,317,5.3,33.3,1016.6,
2020-07-21,20.1,15,24,,,41,7.1,24.1,1020,
2020-07-22,19.4,11,26,,,35,5.9,22.2,1020.7,
2020-07-23,19.5,10,27,,,339,5.1,24.1,1016.1,
2020-07-24,19.3,11,27,,,264,4.8,27.8,1012.5,
2020-07-25,20.3,13,26,,,256,5.9,27.8,1013.8,
2020-07-26,17.7,13,24,,,211,6.5,31.5,1014.3,
2020-07-27,20.5,13,27,,,194,5.5,22.2,1017.7,
2020-07-28,23.2,14,32,,,278,9.2,44.5,1012.7,
2020-07-29,20.8,13,26,,,269,7.1,33.3,1018.2,
2020-07-30,20.5,9,30,,,299,3.7,24.1,1020,
2020-07-31,22.6,11,32,,,349,4.5,22.2,1018.3,
2020-08-01,24,13,33,,,66,5.2,20.4,1015.7,
2020-08-02,19.5,17,23,,,236,4.3,25.9,1013.5,
2020-08-03,17,16,19,,,20,4.2,22.2,1011.4,
2020-08-04,14.6,13,16,,,357,4.4,24.1,1013.8,
2020-08-05,16.3,9,23,,,90,3.5,18.5,1020.3,
2020-08-06,17.9,10,24.6,,,54,6.1,22.2,1020.8,
2020-08-07,21.7,13,30,,,77,4.9,22.2,1022.1,
2020-08-08,23.1,14,32,,,53,2.6,18.5,1021.5,
2020-08-09,23.6,15,31,,,295,2.4,18.5,1019.2,
2020-08-10,22.3,16,31,,,43,5.9,29.6,1017.5,
2020-08-11,20.4,17,29,,,55,4,27.8,1019.3,
2020-08-12,22.4,16,30,,,77,5.6,25.9,1018.7,
2020-08-13,22.6,15,31,,,103,6.1,20.4,1015.2,
2020-08-14,21.9,17,26,,,241,8.8,24.1,1014.3,
2020-08-15,20.8,17,26,,,289,3.9,14.8,1014.3,
2020-08-16,21.1,15,28,,,67,6.6,27.8,1013.7,
2020-08-17,19.5,14,27,,,219,5.4,22.2,1011.8,
2020-08-18,19,16,24,,,239,4.7,29.6,1011.6,
2020-08-19,18.9,13,24,,,266,4.2,25.9,1012.3,
2020-08-20,20.7,12,29,,,123,3.1,22.2,1013.3,
2020-08-21,23.8,15,33,,,178,3.4,22.2,1014.6,
2020-08-22,20.5,17,25,,,270,5.6,29.6,1017,
2020-08-23,18.1,13,23,,,252,5.7,33.3,1017.8,
2020-08-24,16.5,11,22,,,241,6.3,31.5,1017.2,
2020-08-25,16.8,10,23,,,220,5.9,27.8,1015.2,
2020-08-26,20.5,15,24,,,245,16.3,66.7,1011,
2020-08-27,17.5,13,20,,,266,10.1,40.8,1016.3,
2020-08-28,15.9,8,26,,,168,5.7,31.5,1008.2,
2020-08-29,16.2,14,18,,,215,9.2,25.9,1007.7,
2020-08-30,15,14,17,,,26,6.1,33.3,1006.7,
2020-08-31,14.9,12,18,,,263,10.2,42.6,1015.5,
2020-09-01,14.2,10,18,,,15,3.9,25.9,1016.1,
2020-09-02,11.9,6,18,,,217,4.4,20.4,1018,
2020-09-03,14.7,7,21,,,205,6.4,27.8,1022.1,
2020-09-04,19.7,14,25,,,228,10.1,33.3,1023.6,
2020-09-05,19.3,13,25,,,296,4.9,31.5,1017.6,
2020-09-06,16.2,12,20,,,339,4.5,20.4,1018.8,
2020-09-07,15,10,20,,,17,2.3,16.7,1023.3,
2020-09-08,14.9,6,23,,,274,4.5,25.9,1027.3,
2020-09-09,16.6,8,25,,,255,4.1,25.9,1023.5,
2020-09-10,15.9,12,19,,,12,3.4,14.8,1020.5,
2020-09-11,16.6,14,23,,,57,3.3,14.8,1018.5,
2020-09-12,16.5,10,26,,,310,2.6,18.5,1020.6,
2020-09-13,18.4,11,27,,,207,3.1,20.4,1026.6,
2020-09-14,19.7,11,28,,,65,7.5,27.8,1027.9,
2020-09-15,22,16,30,,,91,4.7,22.2,1022.8,
2020-09-16,20,12,28,,,157,3.9,18.5,1018.9,
2020-09-17,16.1,11,19,,,33,6.3,33.3,1024.1,
2020-09-18,13.1,6,20,,,55,8.8,37,1027.1,
2020-09-19,13.3,7,22,,,45,6.2,37,1021.8,
2020-09-20,14.8,7,22,,,58,8.1,33.3,1017.4,
2020-09-21,14.1,6,23,,,37,3.1,22.2,1017,
2020-09-22,15.4,7,25,,,359,1.8,16.7,1013.2,
2020-09-23,15.4,10,21,,,254,5.9,20.4,1008.3,
2020-09-24,15.6,11,21,,,233,5.3,35.2,1007.9,
2020-09-25,11.7,7,14,,,232,8,33.3,999.7,
2020-09-26,7.4,7,8,,,233,8.9,29.6,997.6,
2020-09-27,8.7,5,14,,,201,9.5,31.5,1004.8,
2020-09-28,5.9,2,9,,,47,3.8,14.8,1011.7,
2020-09-29,11.7,9,16,,,246,5.3,20.4,1016.2,
2020-09-30,11.3,5,17,,,246,4.2,16.7,1016.4,
2020-10-01,10.2,5,18,,,249,1.9,14.8,1008.1,
2020-10-02,13.5,8,20,,,67,10.1,38.9,999.8,
2020-10-03,14,10,20,,,32,7.9,33.3,994.1,
2020-10-04,11.7,7,17,,,231,7.4,37,1000.9,
2020-10-05,10,7,14,,,211,7.2,27.8,1005.7,
2020-10-06,11.7,10,15,,,213,16,42.6,1008.1,
2020-10-07,11.1,10,13,,,228,14.1,40.8,1012,
2020-10-08,12.2,8,15,,,226,12.8,37,1020.6,
2020-10-09,14.7,13,17,,,218,12,31.5,1019.8,
2020-10-10,11.2,5,14,,,237,6.8,24.1,1019.1,
2020-10-11,5.8,1,9,,,265,2.9,22.2,1020.3,
2020-10-12,6.3,3,11,,,233,4.1,22.2,1017.9,
2020-10-13,5.8,3,9,,,2,2.7,22.2,1013.7,
2020-10-14,6.5,6,7,,,265,10.2,33.3,1007.9,
2020-10-15,8.5,7,11,,,285,4.9,25.9,1012.6,
2020-10-16,8.1,6,9,,,20,5,24.1,1015.7,
2020-10-17,6.8,6,9,,,305,2.9,14.8,1017.4,
2020-10-18,6.8,4,10,,,242,8.1,29.6,1020.9,
2020-10-19,5.5,1,9,,,196,4.3,20.4,1023.5,
2020-10-20,3.4,-1,9,,,129,2.3,14.8,1019.2,
2020-10-21,7.5,3,13,,,100,3.1,13,1014.8,
2020-10-22,10.1,4,18,,,192,2.8,16.7,1017.6,
2020-10-23,12.2,9,16,,,216,5.9,18.5,1015,
2020-10-24,12.6,8,16,,,232,7,27.8,1016.3,
2020-10-25,7.1,2,15,,,46,1.3,16.7,1012.6,
2020-10-26,8.7,4,11,,,191,7.5,24.1,1005.8,
2020-10-27,6.8,3,9,,,213,10.2,29.6,1012.2,
2020-10-28,5.5,-1,10,,,221,6.8,24.1,1014.7,
2020-10-29,8.6,6,10,,,226,12.8,37,1017.2,
2020-10-30,10.7,7,13,,,227,12.7,35.2,1021.1,
2020-10-31,10.5,6,12,,,245,7.4,31.5,1023.5,
2020-11-01,8.7,6,13,,,195,6.9,25.9,1019.7,
2020-11-02,15.4,13,18,,,214,13,35.2,1016.6,
2020-11-03,14,10,17,,,242,7,16.7,1022,
2020-11-04,9,7,11,,,306,4.9,14.8,1029.7,
2020-11-05,4.9,-1,10,,,27,2.4,14.8,1036.6,
2020-11-06,-0.4,-2,2,,,47,2.2,13,1037.2,
2020-11-07,0.3,-2,2,,,29,2.7,13,1031.9,
2020-11-08,0.7,-1,2,,,217,3.9,13,1028.6,
2020-11-09,1.3,0,3,,,66,4,14.8,1029.2,
2020-11-10,3.6,3,5,,,46,2.4,11.1,1028.9,
2020-11-11,4.6,3,7,,,147,3.6,13,1027.5,
2020-11-12,5.7,4,8,,,189,5.4,18.5,1023,
2020-11-13,7.4,5,12,,,222,3,14.8,1022,
2020-11-14,8.6,4,16,,,336,2.1,14.8,1021.6,
2020-11-15,4.3,1,6,,,131,5.7,14.8,1018.5,
2020-11-16,7.6,4,11,,,210,11.1,33.3,1017.5,
2020-11-17,8.6,5,11,,,226,11.2,27.8,1027.1,
2020-11-18,5.9,1,13,,,283,2.2,13,1027.6,
2020-11-19,4.7,-1,10,,,224,9,31.5,1022.6,
2020-11-20,3.2,-1,7,,,270,7.3,25.9,1030.8,
2020-11-21,-2.5,-5,1,,,221,2,18.5,1034.9,
2020-11-22,1.2,-5,6,,,232,5,18.5,1027.7,
2020-11-23,3.8,-2,7,,,231,6.4,20.4,1027.7,
2020-11-24,-1.5,-3,-1,,,124,2.8,11.1,1029.9,
2020-11-25,-0.8,-1,0,,,167,4.7,11.1,1024.6,
2020-11-26,-1.2,-2,0,,,215,6.5,11.1,1024.4,
2020-11-27,-1.4,-2,-1,,,194,4.1,7.4,1024.5,
2020-11-28,-0.8,-2,0,,,53,4.4,24.1,1023.8,
2020-11-29,1,-1,3,,,29,2.9,20.4,1023.9,
2020-11-30,-0.7,-3,4,,,227,2.6,13,1024,
2020-12-01,-1.3,-4,1,,,150,3.1,20.4,1017.5,
2020-12-02,-1.2,-2,0,,,86,10.1,33.3,1016.9,
2020-12-03,-2.5,-6,-1,,,175,5.9,20.4,1007.1,
2020-12-04,-0.8,-7,1,,,73,8.4,33.3,995.5,
2020-12-05,0.2,-3,4,,,22,5,27.8,999,
2020-12-06,7.7,5,10,,,109,15.1,42.6,998.5,
2020-12-07,4.6,2,9,,,209,10.2,31.5,1000.7,
2020-12-08,2.4,0,4,,,43,5.7,40.8,1004.2,
2020-12-09,3.5,2,4,,,80,8.1,33.3,1007,
2020-12-10,2.3,1,4,,,233,3.6,11.1,1007,
2020-12-11,2,1,4,,,133,8.6,20.4,1002,
2020-12-12,2.3,1,3,,,137,5.2,14.8,1000.8,
2020-12-13,3.5,2,5,,,217,4.4,11.1,1010.9,
2020-12-14,3.1,2,5,,,145,4.2,13,1016.1,
2020-12-15,2.9,2,4,,,110,6.2,16.7,1016.4,
2020-12-16,3.4,3,4,,,81,5.1,14.8,1020.8,
2020-12-17,2.4,1,4,,,191,6,13,1024.2,
2020-12-18,3,2,4,,,156,3.8,9.3,1027.1,
2020-12-19,1,0,3,,,116,8.5,14.8,1024.5,
2020-12-20,0.4,0,1,,,114,8.9,14.8,1024.3,
2020-12-21,1.8,0,4,,,179,4.3,13,1023.9,
2020-12-22,8.3,3,11,,,214,15.7,35.2,1016.8,
2020-12-23,11,9,12,,,213,13.7,31.5,1014.2,
2020-12-24,7.4,3,11,,,240,15.8,40.8,1009.2,
2020-12-25,1.7,0,3,,,329,4.2,20.4,1015.8,
2020-12-26,-0.5,-2,1,,,248,9.5,22.2,1022.3,
2020-12-27,-2.3,-6,0,,,160,8.2,22.2,1003.9,
2020-12-28,-0.6,-3,1,,,83,5.4,27.8,984.5,
2020-12-29,1.4,-2,7,,,221,11.4,37,991.5,
2020-12-30,-1.2,-5,4,,,255,2.9,14.8,1003.5,
2020-12-31,0.5,-3,5,,,217,3.9,14.8,1006.6,
2021-01-01,-1.1,-3,3,,,309,1.6,9.3,1007.5,
2021-01-02,-1.2,-2,0,,,47,5.3,31.5,1011.7,
2021-01-03,0.5,0,1,,,321,5.1,27.8,1010.9,
2021-01-04,0.5,0,2,,,9,3.7,18.5,1012.9,
