date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2021-01-05,1.8,1,2,,,29,6.1,22.2,1011.7,
2021-01-06,0.2,0,1,,,346,3.9,11.1,1011,
2021-01-07,-0.2,-1,0,,,225,8.6,22.2,1012.2,
2021-01-08,-0.7,-4,0,,,213,10.9,27.8,1012.9,
2021-01-09,-0.5,-1,0,,,250,6.4,14.8,1019.2,
2021-01-10,-2.1,-6,0,,,343,1.8,11.1,1023,
2021-01-11,-5.8,-10,-2,,,243,5.2,18.5,1021,
2021-01-12,-1.5,-5,2,,,230,17.7,40.8,1009.7,
2021-01-13,0.3,-1,2,,,241,15.3,44.5,1011.6,
2021-01-14,-0.1,-2,1,,,283,9.7,40.8,1012.9,
2021-01-15,-1.9,-4,1,,,303,4.9,14.8,1020.3,
2021-01-16,-3.9,-5,-3,,,266,8.9,16.7,1022.4,
2021-01-17,-4,-5,-3,,,252,4.9,13,1018.3,
2021-01-18,-0.3,-4,3,,,231,10.2,33.3,1020.7,
2021-01-19,1.1,0,3,,,220,17.1,44.5,1015.2,
2021-01-20,2.9,-1,6,,,220,9.9,38.9,1009.1,
2021-01-21,1.2,-4,6,,,206,3,20.4,1003.2,
2021-01-22,5.2,-1,12,,,165,7.1,25.9,995.7,
2021-01-23,2.2,0,4,,,287,8.1,29.6,995.2,
2021-01-24,0.1,-1,1,,,217,12.2,42.6,996.6,
2021-01-25,-1.4,-5,1,,,248,4.6,27.8,1002.8,
2021-01-26,-1.1,-4,1,,,241,10.3,31.5,1012.6,
2021-01-27,-0.7,-3,1,,,232,10.2,22.2,1014.9,
2021-01-28,1.4,0,3,,,229,9.6,22.2,1005.3,
2021-01-29,3.9,1,7,,,253,9.5,37,998.9,
2021-01-30,2,-2,6,,,354,14,44.5,999.5,
2021-01-31,-2.3,-5,0,,,57,9,35.2,1003.2,
2021-02-01,-2.9,-6,0,,,40,4.3,25.9,998.5,
2021-02-02,3.8,0,8,,,201,7.3,29.6,1003.7,
2021-02-03,8.4,7,10,,,209,14.8,48.2,1003,
2021-02-04,6.4,0,9,,,250,13.4,55.5,1012.2,
2021-02-05,2.2,0,5,,,39,4.1,14.8,1014.9,
2021-02-06,1.4,0,2,,,38,9.2,46.3,1011.6,
2021-02-07,-2.7,-5,-1,,,39,11.7,51.8,1000.6,
2021-02-08,-5.1,-6,-3,,,17,5.5,31.5,996.6,
2021-02-09,-5.8,-8,-3,,,358,4.9,20.4,1001.5,
2021-02-10,-8.5,-10,-7,,,35,10.1,27.8,1006.8,
2021-02-11,-7.7,-11,-3,,,313,4.9,18.5,1023,
2021-02-12,-10.8,-17,-5,,,63,6.4,29.6,1031.1,
2021-02-13,-9.9,-17,-4,,,39,4.7,22.2,1037,
2021-02-14,-11.6,-17,-3,,,278,2,9.3,1040,
2021-02-15,-10.5,-17,-4,,,188,2.2,16.7,1033.8,
2021-02-16,0.8,-5,3,,,211,7.5,16.7,1021.1,
2021-02-17,4.2,-1,8,,,238,9,33.3,1018.6,
2021-02-18,5.5,1,11,,,59,3,14.8,1018.6,
2021-02-19,5.1,0,11,,,212,6.9,25.9,1018.6,
2021-02-20,4.1,-3,13,,,109,4.8,14.8,1021.2,
2021-02-21,2.3,0.7,4,,,82,7.9,22.2,1022.9,
2021-02-22,3.2,0,9,,,49,3.9,18.5,1024.8,
2021-02-23,4.2,-3,15,,,325,1.7,14.8,1034.2,
2021-02-24,6.2,-2,17,,,351,1.9,14.8,1035.6,
2021-02-25,6.6,-2,18,,,297,2,18.5,1030.8,
2021-02-26,5.5,-2,16,,,332,5.8,27.8,1029.3,
2021-02-27,2.8,-2,8,,,353,4.9,20.4,1036.4,
2021-02-28,4.2,0,9,,,78,5.3,20.4,1035.4,
2021-03-01,1.4,-4,8,,,34,4.5,27.8,1034,
2021-03-02,1.2,-2,8,,,33,3.5,22.2,1034.9,
2021-03-03,1.6,-2,6,,,177,2.8,22.2,1030.8,
2021-03-04,6.8,1,14,,,253,6.9,33.3,1017.9,
2021-03-05,1,-4,5,,,6,5.8,31.5,1021.9,
2021-03-06,-1.5,-6,5,,,186,3.9,18.5,1030.8,
2021-03-07,0.1,-6,7,,,268,4.4,22.2,1022.5,
2021-03-08,-0.8,-4,2,,,342,2.8,18.5,1019.8,
2021-03-09,0.5,-3,5,,,65,3.2,18.5,1018.4,
2021-03-10,1.5,-1,5,,,136,3.7,16.7,1018.4,
2021-03-11,5.5,-1,11,,,220,14.3,42.6,1007.3,
2021-03-12,5.5,2,8,,,234,16.7,57.4,1009.1,
2021-03-13,6.7,4,11,,,226,23.6,57.4,1004.4,
2021-03-14,4.3,2,6,,,249,14.4,48.2,1007.2,
2021-03-15,3.3,1,5,,,241,11.2,35.2,1009.6,
2021-03-16,3.4,2,5,,,279,10.7,38.9,1016.3,
2021-03-17,1.5,-1,4,,,307,4.7,27.8,1019.9,
2021-03-18,0.8,-1,5,,,334,3.6,20.4,1020.8,
2021-03-19,0.7,-1,5,,,27,6,31.5,1018.4,
2021-03-20,-2,-4,0,,,28,8,29.6,1025.4,
2021-03-21,1.3,-2,4,,,246,13,37,1017.1,
2021-03-22,3.1,-1,7,,,330,6.2,27.8,1019.2,
2021-03-23,2.8,-2,7,,,250,5.9,22.2,1024.2,
2021-03-24,6.4,2,12,,,237,6.2,24.1,1024.3,
2021-03-25,7.2,-2,16,,,284,3.5,22.2,1021.1,
2021-03-26,9.1,2,17,,,219,5.7,25.9,1020.6,
2021-03-27,6.2,2,10,,,248,11.4,53.7,1021.6,
2021-03-28,,,,,,,,,,
2021-03-29,10.7,4,19,,,236,7.9,31.5,1032.4,
2021-03-30,11.4,1,22,,,269,2.8,20.4,1032.2,
2021-03-31,12.2,1,23,,,199,3,20.4,1025.8,
2021-04-01,12.9,3,22,,,307,5.8,33.3,1018.5,
2021-04-02,7.9,3,12,,,357,5.8,25.9,1019.5,
2021-04-03,5.3,3,9,,,326,7.8,35.2,1022,
2021-04-04,4.7,-3,11,,,262,4.6,24.1,1022.7,
2021-04-05,4.5,-1,12,,,239,15.8,63,1009,
2021-04-06,-0.3,-4,4,,,247,14.5,48.2,1011,
2021-04-07,0.8,-2,4,,,250,14.2,51.8,1014.1,
2021-04-08,2.4,0,5,,,254,13,44.5,1021.6,
2021-04-09,4.8,-4,13,,,217,6.8,37,1018.3,
2021-04-10,6.8,-1,13,,,234,5.1,35.2,1014.5,
2021-04-11,10.3,1,20,,,105,3.7,22.2,1011.2,
2021-04-12,4.4,2,10,,,322,5.4,27.8,1020.3,
2021-04-13,3,0,7,,,340,4,29.6,1027.1,
2021-04-14,2.8,-1,7,,,330,5.3,29.6,1026.2,
2021-04-15,1.8,-3,8,,,3,5.3,31.5,1024.7,
2021-04-16,2.7,0,5,,,313,4.1,18.5,1022.8,
2021-04-17,3.6,2,5,,,351,4.3,16.7,1020.9,
2021-04-18,6.1,3,10,,,130,2.9,16.7,1018.9,
2021-04-19,7.8,4,11,,,52,5.3,24.1,1017.9,
2021-04-20,9.5,5,16,,,156,5.4,20.4,1015.6,
2021-04-21,9.7,3,16,,,222,6.9,27.8,1014.7,
2021-04-22,8.4,5,12,,,311,7.2,33.3,1018.9,
2021-04-23,7,-2,15,,,309,6.9,31.5,1024.8,
2021-04-24,7.6,-1,17,,,346,5.1,24.1,1023.4,
2021-04-25,7.2,0,12,,,31,6.8,29.6,1021.6,
2021-04-26,5.7,-2,12,,,44,7.4,37,1018.4,
2021-04-27,7.3,0,14,,,59,11.4,50,1011.4,
2021-04-28,10.7,2,18,,,56,6.3,27.8,1006.5,
2021-04-29,12.3,9,16,,,205,9.7,42.6,1005,
2021-04-30,10.9,4,17,,,265,7.9,27.8,1010.3,
2021-05-01,10.1,7,14,,,30,6.7,38.9,1010.7,
2021-05-02,7.3,4,9,,,299,11.1,38.9,1011.2,
2021-05-03,6.5,0,12,,,252,9.2,40.8,1019.5,
2021-05-04,9.5,0,18,,,232,16.1,59.3,1009.1,
2021-05-05,7.8,4,12,,,238,18.6,64.8,1006,
2021-05-06,6.5,1,10,,,229,12.9,44.5,1009.3,
2021-05-07,7.6,3,11,,,259,13.3,48.2,1009.9,
2021-05-08,7.8,-2,15,,,233,6.3,27.8,1019.1,
2021-05-09,14.9,3,26,,,132,6.5,27.8,1013.2,
2021-05-10,20.2,10,29,,,141,7.7,24.1,1009.2,
2021-05-11,20.1,14,28,,,119,6.2,27.8,1005.4,
2021-05-12,13,11,16,,,275,8.5,37,1007.6,
2021-05-13,9.6,8,11,,,271,9,27.8,1005.5,
2021-05-14,11.8,8,17,,,248,9.4,33.3,1007.3,
2021-05-15,10.6,5,16,,,216,5.8,29.6,1008.4,
2021-05-16,11.1,8,16,,,216,11.7,38.9,1005.8,
2021-05-17,11.2,8,15,,,242,10.9,42.6,1005.8,
2021-05-18,11.4,9,15,,,238,12,38.9,1012,
2021-05-19,9.3,6,13,,,271,6.7,29.6,1015,
2021-05-20,10.7,6,15,,,258,7.6,33.3,1019,
2021-05-21,11,5,17,,,207,11,42.6,1012.5,
2021-05-22,12.4,8,17,,,226,18,48.2,1009.1,
2021-05-23,9.4,4,14,,,227,9.7,38.9,1015.5,
2021-05-24,11.5,4,18,,,107,6.3,31.5,1015.5,
2021-05-25,10.3,6,13,,,238,14.6,50,1016.1,
2021-05-26,9,3,12,,,214,12.3,42.6,1016,
2021-05-27,10.9,7,14,,,239,13.3,42.6,1017,
2021-05-28,10.9,8,14,,,263,6.9,24.1,1021.3,
2021-05-29,10.9,7,16,,,3,3.9,27.8,1022.9,
2021-05-30,10.3,4,16,,,29,7,33.3,1024.8,
2021-05-31,11.5,3,19,,,55,3.5,25.9,1022.8,
2021-06-01,13.6,4,21,,,84,3,20.4,1019.3,
2021-06-02,16.5,7,24,,,70,8.5,37,1018.2,
2021-06-03,18.9,10,26,,,85,5.3,24.1,1022.8,
2021-06-04,18.9,9,27,,,196,4,20.4,1022.4,
2021-06-05,18.8,14,27,,,254,5,24.1,1019.4,
2021-06-06,17.8,14,23,,,211,5,18.5,1019.6,
2021-06-07,19.3,13,25,,,49,4.5,25.9,1020.1,
2021-06-08,19.6,12,26,,,36,4.6,27.8,1020.8,
2021-06-09,16.9,12,21,,,35,3.6,24.1,1021.4,
2021-06-10,17.5,10,24,,,315,4.3,22.2,1020.7,
2021-06-11,17.9,11,25,,,304,3.6,22.2,1019.2,
2021-06-12,19.8,13,26,,,264,8.4,42.6,1017.7,
2021-06-13,15.5,10,20,,,314,7.5,35.2,1024.1,
2021-06-14,15.5,6,24,,,270,3.2,18.5,1023.6,
2021-06-15,19.7,9,28,,,325,3.5,20.4,1019.2,
2021-06-16,22.6,14,29,,,95,5.8,24.1,1017.5,
2021-06-17,24.3,15,31,,,86,8.8,33.3,1016.2,
2021-06-18,25.2,17,32,,,82,5.6,25.9,1015.5,
2021-06-19,24.4,17,33,,,215,4.5,22.2,1015.4,
2021-06-20,24,16,30,,,26,5,22.2,1011.5,
2021-06-21,24.7,19,30,,,254,7,33.3,1008,
2021-06-22,20,17,23,,,15,8.4,29.6,1012.3,
2021-06-23,17.9,16,20,,,47,6.4,25.9,1018.5,
2021-06-24,19.4,16,25,,,327,4.2,27.8,1017.3,
2021-06-25,16.9,15,19,,,227,5.3,24.1,1017.8,
2021-06-26,18.1,14,24,,,7,4.7,20.4,1019.3,
2021-06-27,19.7,13,25,,,59,5.4,24.1,1017.9,
2021-06-28,21.5,13.8,28,,,61,4.7,24.1,1016.4,
2021-06-29,21,15,26,,,237,8.4,24.1,1012.4,
2021-06-30,16.9,14,21,,,232,15.1,40.8,1012.4,
2021-07-01,15.4,13,19,,,240,12.8,38.9,1014.2,
2021-07-02,14.1,13,15,,,242,7.9,27.8,1017.7,
2021-07-03,17.9,11,24,,,247,5.1,27.8,1016.9,
2021-07-04,17.8,11,24,,,159,3.6,20.4,1012.5,
2021-07-05,18,15,22,,,242,9.5,35.2,1012.9,
2021-07-06,21.4,12,30,,,66,5.4,25.9,1012.5,
2021-07-07,19,16,23,,,291,4.5,24.1,1017.8,
2021-07-08,18.8,16,24,,,25,4.9,29.6,1019.6,
2021-07-09,17,14,21,,,229,11.7,37,1018,
2021-07-10,17.7,10,25,,,257,5.1,20.4,1019.3,
2021-07-11,16.9,14,19,,,255,6.7,24.1,1017.2,
2021-07-12,17.8,13,24,,,126,4.3,20.4,1014.1,
2021-07-13,20.8,16,28,,,66,9.9,35.2,1008.9,
2021-07-14,17.8,15,23,,,235,7.7,25.9,1011.8,
2021-07-15,17.5,15,23,,,228,6.2,24.1,1014.1,
2021-07-16,19.2,12,27,,,345,3.6,20.4,1017.8,
2021-07-17,20.1,16,24,,,336,4.4,24.1,1018.8,
2021-07-18,21,17,25,,,14,6.1,33.3,1018.7,
2021-07-19,19.2,14,25,,,3,4.6,25.9,1018.7,
2021-07-20,15.7,11,21,,,33,3.8,22.2,1019.7,
2021-07-21,17.5,12,23,,,30,3.6,18.5,1022.7,
2021-07-22,18.4,11,25,,,61,4.4,18.5,1021.7,
2021-07-23,20.1,12,28,,,261,3.4,18.5,1017.2,
2021-07-24,20.6,13,28,,,73,6.4,31.5,1012.8,
2021-07-25,21.2,15,25,,,200,4.5,18.5,1011.3,
2021-07-26,21.3,15,27,,,211,5.6,18.5,1012.8,
2021-07-27,21.5,15,27,,,219,5.3,25.9,1015,
2021-07-28,19.3,15,23,,,232,6.9,31.5,1014.5,
2021-07-29,19.8,14,25,,,236,11.1,42.6,1014.8,
2021-07-30,20.1,12,28,,,254,6.5,35.2,1012,
2021-07-31,20.3,15,25,,,237,13.8,42.6,1010.8,
2021-08-01,15.1,13,19,,,321,4,24.1,1010,
2021-08-02,16.7,13,22,,,239,10.3,35.2,1014,
2021-08-03,16.5,10,23,,,215,5.6,25.9,1015.2,
2021-08-04,16.9,14,21,,,223,7.6,24.1,1014.5,
2021-08-05,15.7,14,18,,,263,3.7,16.7,1010.4,
2021-08-06,16.3,12,21,,,221,7.8,31.5,1008.4,
2021-08-07,17.3,11,23,,,205,4.7,27.8,1008.7,
2021-08-08,17.4,14,22,,,221,14.1,37,1013.7,
2021-08-09,16.5,10,24,,,212,3.3,27.8,1020.3,
2021-08-10,18.4,11,25,,,272,5.9,31.5,1018.9,
2021-08-11,19.3,14,25,,,330,4.4,31.5,1020,
2021-08-12,19.3,11,26,,,53,2.6,16.7,1022.2,
2021-08-13,21.5,13,29,,,238,4.6,24.1,1022,
2021-08-14,22.7,16,29,,,259,4.3,27.8,1021.2,
2021-08-15,22.2,15,30,,,264,3.6,27.8,1016,
2021-08-16,20.3,16,24,,,244,10,42.6,1011.8,
2021-08-17,13.4,10,17,,,247,12.6,44.5,1017.6,
2021-08-18,14.8,12,18,,,235,12.5,38.9,1017.3,
2021-08-19,17,14,20,,,228,9.2,33.3,1016.1,
2021-08-20,17.6,15,22,,,234,5.5,27.8,1017.8,
2021-08-21,17.3,11,25,,,294,2.4,16.7,1020,
2021-08-22,16,12,21,,,231,4.3,25.9,1018.1,
2021-08-23,15.1,13,17,,,254,9.9,31.5,1018.9,
2021-08-24,14.8,12,18,,,19,6.5,37,1023.3,
2021-08-25,13.7,7,20,,,214,5.5,18.5,1020.9,
2021-08-26,14.7,11,19,,,255,9.3,29.6,1011.1,
2021-08-27,13,11,16,,,248,10.7,31.5,1012.8,
2021-08-28,12.4,11,16,,,279,4.2,22.2,1015,
2021-08-29,13.5,11,17,,,212,4.9,20.4,1015.3,
2021-08-30,13.5,9,19,,,333,3.4,18.5,1014.4,
2021-08-31,14.3,12,16,,,281,6.2,27.8,1018.8,
2021-09-01,14.7,8,21,,,324,3.7,20.4,1025.2,
2021-09-02,14.5,7,22,,,55,3.9,18.5,1026.7,
2021-09-03,15.4,7,24,,,14,2,16.7,1021.9,
2021-09-04,15.6,8,24,,,28,2.7,14.8,1018.5,
2021-09-05,16.3,9,24,,,55,3.5,22.2,1021.6,
2021-09-06,16.3,9,25,,,141,2.3,16.7,1024.5,
2021-09-07,16.8,11,24,,,23,2.7,14.8,1024.1,
2021-09-08,17.4,10,24,,,71,8.1,31.5,1020.5,
2021-09-09,17.3,8,27,,,138,2,18.5,1015.8,
2021-09-10,18.5,12,26,,,128,3.7,16.7,1016.3,
2021-09-11,17,11,23,,,228,4.6,24.1,1018.4,
2021-09-12,17.7,12,24,,,296,4.7,24.1,1018.2,
2021-09-13,16.3,9,24,,,320,2.8,20.4,1018.6,
2021-09-14,16,9,24,,,12,2,14.8,1018.2,
2021-09-15,16.6,11,22,,,192,3.5,14.8,1015.4,
2021-09-16,17.9,15,21,,,247,8.7,24.1,1014.5,
2021-09-17,13.8,10,16,,,259,6.3,29.6,1015.9,
2021-09-18,14.6,10,19,,,315,5.2,24.1,1015.9,
2021-09-19,11.5,10,13,,,47,6.2,31.5,1016.2,
2021-09-20,10.8,9,14,,,51,5.1,18.5,1019.6,
2021-09-21,11,8,14,,,340,2.9,14.8,1027,
2021-09-22,12.3,9,16,,,280,6.7,25.9,1027,
2021-09-23,13.3,5,21,,,232,9.8,37,1020.4,
2021-09-24,15.5,14,17,,,248,9.7,37,1016.8,
2021-09-25,15.2,9,24,,,289,3.6,27.8,1018.5,
2021-09-26,15.7,9,24,,,76,2.6,14.8,1019,
2021-09-27,15.7,13,20,,,235,3.1,16.7,1018.4,
2021-09-28,15.3,12,19,,,329,4,16.7,1022,
2021-09-29,14,12,18,,,224,7.9,27.8,1020,
2021-09-30,10.2,5,15,,,270,7.1,33.3,1027.4,
2021-10-01,8.9,1,18,,,124,2.3,18.5,1023.4,
2021-10-02,11.5,3,22,,,195,3.8,18.5,1016.5,
2021-10-03,13.3,8,20,,,101,6.9,24.1,1011.9,
2021-10-04,13,8,19,,,6,3.9,18.5,1017,
2021-10-05,13.5,12,16,,,288,7,22.2,1011.7,
2021-10-06,11.6,7,14,,,246,9.1,27.8,1018.4,
2021-10-07,7.9,3,12,,,2,1.4,16.7,1026.8,
2021-10-08,11.6,8,15,,,40,6.1,33.3,1028.4,
2021-10-09,7.5,3,13,,,44,7.9,37,1029.4,
2021-10-10,5.2,-2,14,,,39,2.9,18.5,1027.5,
2021-10-11,5.8,-3,14,,,298,5.1,29.6,1024,
2021-10-12,8,5,11,,,249,8.4,35.2,1018,
2021-10-13,5.6,2,10,,,280,6.1,27.8,1021.5,
2021-10-14,6.5,2,9,,,229,9.5,31.5,1024.2,
2021-10-15,11,8,14,,,233,11.7,37,1018.9,
2021-10-16,6.5,1,13,,,12,2.3,16.7,1021.5,
2021-10-17,4,-1,10,,,346,1.7,13,1021.9,
2021-10-18,8,2,15,,,19,2,16.7,1025.1,
2021-10-19,8.8,3,15,,,224,7.5,25.9,1024.2,
2021-10-20,14.1,5,21,,,221,9.1,29.6,1015,
2021-10-21,13.1,10,15,,,229,18.6,66.7,1006.2,
2021-10-22,7.6,4,10,,,250,14.6,51.8,1016.1,
2021-10-23,6.7,1,11,,,262,8.1,37,1026.2,
2021-10-24,3.5,-3,12,,,64,6.5,31.5,1029.2,
2021-10-25,2.3,-4,9,,,353,2.2,11.1,1023.5,
2021-10-26,4.9,-2,12,,,273,4.1,22.2,1023.3,
2021-10-27,6.6,2,13,,,281,3.7,22.2,1026.5,
2021-10-28,3.7,2,8,,,38,1.7,14.8,1022.8,
2021-10-29,3.1,1,6,,,81,4.8,20.4,1017,
2021-10-30,2.9,0,8,,,92,4.2,20.4,1012.7,
2021-10-31,6.5,1,15,,,63,5,27.8,1011.6,
2021-11-01,3.9,0,6,,,256,1.9,13,1005.3,
2021-11-02,7.3,5,10,,,212,8.7,27.8,1002.9,
2021-11-03,6.4,1,10,,,48,6,29.6,1002.8,
2021-11-04,6.3,5,7,,,247,14.1,44.5,1002.7,
2021-11-05,6.4,5,8,,,234,12.7,37,1020.1,
2021-11-06,5.6,1,10,,,231,5.4,24.1,1028.3,
2021-11-07,3.3,-2,6,,,224,12.6,37,1019.2,
2021-11-08,6.1,3,8,,,244,7.5,27.8,1021.5,
2021-11-09,5.5,1,10,,,63,6.1,29.6,1027.9,
2021-11-10,1.8,-2,7,,,14,2.8,24.1,1026,
2021-11-11,2.3,-1,4,,,51,2.7,11.1,1024.6,
2021-11-12,3.6,2,5,,,93,5.1,14.8,1021.2,
2021-11-13,3.7,2,6,,,208,5.3,14.8,1017,
2021-11-14,5.4,5,7,,,44,5.9,31.5,1021.6,
2021-11-15,5.3,5,6,,,56,8.5,40.8,1024.8,
2021-11-16,5.9,4,8,,,50,5.6,33.3,1021.8,
2021-11-17,4.9,4,6,,,243,9.4,20.4,1021.3,
2021-11-18,6.1,5,8,,,243,11.7,25.9,1028.2,
2021-11-19,6.6,5,8,,,243,13.7,31.5,1028.7,
2021-11-20,7.3,4,9,,,238,10.1,20.4,1024.5,
2021-11-21,2.8,0,5,,,231,5.3,20.4,1012.4,
2021-11-22,4,1,6,,,28,3.7,22.2,1019.4,
2021-11-23,0.1,-4,5,,,163,4,11.1,1027.7,
2021-11-24,1.5,-1,4,,,103,6.4,24.1,1023,
2021-11-25,1.2,1,2,,,186,6.6,18.5,1010.3,
2021-11-26,0.5,0,1,,,216,6.8,16.7,1000.3,
2021-11-27,1,-2,4,,,212,5.7,16.7,993.2,
2021-11-28,0.4,-1,3,,,229,4.3,11.1,996.3,
2021-11-29,0.4,-1,2,,,250,7.9,25.9,1002.8,
2021-11-30,1.6,0,4,,,239,19.2,48.2,1006.4,
2021-12-01,5.5,3,8,,,230,22.1,48.2,1000.5,
2021-12-02,3,1,7,,,255,9.1,50,999,
2021-12-03,-0.4,-2,2,,,244,9.3,25.9,1011,
2021-12-04,0,-2,1,,,179,3.2,24.1,1001.4,
2021-12-05,1.8,-1,4,,,268,5.9,31.5,1004,
2021-12-06,0.2,-1,2,,,245,3.7,14.8,1011.8,
2021-12-07,0.5,-1,3,,,192,6.1,18.5,1010.7,
2021-12-08,-0.8,-4,1,,,83,7.4,22.2,1003.5,
2021-12-09,-0.3,-1,1,,,223,4.3,18.5,1003.8,
2021-12-10,0.3,-2,2,,,139,6.8,18.5,999.2,
2021-12-11,-0.2,-1,1,,,256,3.7,14.8,1012.4,
2021-12-12,1.5,0,3,,,225,9.1,18.5,1025.3,
2021-12-13,4,2,6,,,222,7.9,16.7,1027.1,
2021-12-14,4.1,2,5,,,234,5.3,13,1027.7,
2021-12-15,4.4,3,7,,,216,6.7,13,1031.4,
2021-12-16,5.5,4,7,,,250,7.6,14.8,1034.3,
2021-12-17,2.3,-1,6,,,254,6.7,16.7,1036.2,
2021-12-18,2.3,0,4,,,253,7.5,11.1,1035.3,
2021-12-19,3.5,3,4,,,250,14.1,35.2,1024.5,
2021-12-20,1.1,-2,4,,,289,7,20.4,1023.5,
2021-12-21,-2.9,-6,0,,,349,1.9,9.3,1024.8,
2021-12-22,-6.7,-8,-4,,,3,1,11.1,1026,
2021-12-23,-4.2,-9,2,,,222,4.9,29.6,1015.1,
2021-12-24,6.1,3,8,,,235,16.5,44.5,1003.9,
2021-12-25,-0.3,-3,6,,,35,8.7,37,1007.8,
2021-12-26,-4.6,-6,-3,,,35,6.7,31.5,1011.1,
2021-12-27,-2.8,-5,-1,,,51,4.3,18.5,1007.8,
2021-12-28,-0.1,-2,3,,,139,4.2,29.6,1002.4,
2021-12-29,5.4,2,8,,,226,9.5,24.1,1006.3,
2021-12-30,9.7,6,13,,,231,11.2,25.9,1016.5,
2021-12-31,11.3,10,13,,,234,13.5,31.5,1021.1,
2022-01-01,10.2,5,12,,,232,11.4,27.8,1025.4,
2022-01-02,5,-1,9,,,241,5.6,31.5,1018.9,
2022-01-03,7.9,6,10,,,229,15.9,44.5,1013.4,
2022-01-04,8,5,11,,,227,13.8,38.9,999.6,
2022-01-05,2.6,1,5,,,234,16.2,46.3,1003,
2022-01-06,0.5,-5,3,,,259,9.1,38.9,1015.2,
2022-01-07,-2.3,-7,2,,,215,7.8,25.9,1017.5,
2022-01-08,-0.2,-3,1,,,210,9.1,25.9,1010.5,
2022-01-09,0.6,-3,4,,,213,9.7,31.5,1001,
2022-01-10,1,-2,4,,,289,2.6,16.7,1017.3,
2022-01-11,-0.6,-2,2,,,53,4.9,16.7,1032,
